# pitch accents for deck words, filtered from kanjium (github.com/mifunetoshiro/kanjium, CC BY-SA)
事件	じけん	1
事務	じむ	1
事務所	じむしょ	2
事実	じじつ	1
事情	じじょう	0
事態	じたい	1
事故	じこ	1
二	に	1
二つ	ふたつ	3
二人	ふたり	3
二十歳	はたち	1
二束三文	にそくさんもん	4
互いに	たがいに	0
五	ご	1
五つ	いつつ	2
五里霧中	ごりむちゅう	1
亡くなる	なくなる	0
交える	まじえる	3
交わす	かわす	0
交差点	こうさてん	0
交流	こうりゅう	0
交渉	こうしょう	0
交番	こうばん	0
交通	こうつう	0
人	ひと	0
人事	じんじ	1
人件費	じんけんひ	3
人口	じんこう	0
人徳	じんとく	0
人情	にんじょう	1
人望	じんぼう	0
人権	じんけん	0
人気	にんき	0
人物	じんぶつ	1
人生	じんせい	1
人生観	じんせいかん	3
人間	にんげん	0
人間ドック	にんげんドック	5
人類	じんるい	1
仇敵	きゅうてき	0
今	いま	1
今しがた	いましがた	0
今にも	いまにも	1
今や	いまや	1
今年	ことし	0
今後	こんご	0
今日	きょう	1
今晩	こんばん	1
今更	いまさら	0
今月	こんげつ	0
今朝	けさ	1
今週	こんしゅう	0
介護	かいご	1
仕上げる	しあげる	3
仕事	しごと	0
仕掛け	しかけ	0
仕方ない	しかたない	4
仕留める	しとめる	3
仕立てる	したてる	3
仕組み	しくみ	0
仕草	しぐさ	1
仕送り	しおくり	0
他	ほか	0
他人	たにん	0
他方	たほう	2
付き合う	つきあう	3
付ける	つける	2
付和雷同	ふわらいどう	1
代表	だいひょう	0
代謝	たいしゃ	1
代金	だいきん	1
令状	れいじょう	0
以上	いじょう	1
以下	いか	1
以内	いない	1
以前	いぜん	1
以外	いがい	1
以後	いご	1
以心伝心	いしんでんしん	1
仮定	かてい	0
仮説	かせつ	0
仰々しい	ぎょうぎょうしい	5
仰ぐ	あおぐ	2
仲介	ちゅうかい	0
仲裁	ちゅうさい	0
仲間	なかま	3
任せる	まかせる	3
企業	きぎょう	1
伏線	ふくせん	0
休み	やすみ	3
休む	やすむ	2
休日	きゅうじつ	0
休暇	きゅうか	0
会う	あう	1
会員	かいいん	0
会場	かいじょう	0
会社	かいしゃ	0
会計	かいけい	0
会話	かいわ	0
会談	かいだん	0
会議	かいぎ	1
会長	かいちょう	0
伝える	つたえる	0
伝導	でんどう	0
伝染	でんせん	0
伝統	でんとう	0
伝記	でんき	0
伴う	ともなう	3
伴奏	ばんそう	0
伺う	うかがう	0
似る	にる	0
佇まい	たたずまい	3
佇む	たたずむ	3
位置	いち	1
位置付ける	いちづける	4
低い	ひくい	2
低迷	ていめい	0
住み慣れる	すみなれる	4
住む	すむ	1
住宅	じゅうたく	0
住所	じゅうしょ	1
住民	じゅうみん	0
体	からだ	0
体制	たいせい	0
体力	たいりょく	1
体型	たいけい	0
体格	たいかく	0
体温	たいおん	1
体積	たいせき	1
体系	たいけい	0
体裁	ていさい	0
体調	たいちょう	0
体質	たいしつ	0
体面	たいめん	0
何が何でも	なにがなんでも	4
何としても	なんとしても	1
何となく	なんとなく	4
何はともあれ	なにはともあれ	1
何も	なにも	0
何日	なんにち	1
何時	なんじ	1
何気なく	なにげなく	4
余る	あまる	2
余儀ない	よぎない	3
余剰	よじょう	0
余命	よめい	0
余地	よち	1
余情	よじょう	0
余波	よは	1
余白	よはく	0
余韻	よいん	0
作り上げる	つくりあげる	5
作品	さくひん	0
作家	さっか	0
作文	さくぶん	0
作曲	さっきょく	0
作詞	さくし	0
作風	さくふう	0
併せて	あわせて	2
使いこなす	つかいこなす	5
使う	つかう	0
例える	たとえる	3
例の	れいの	1
例外	れいがい	0
供える	そなえる	3
供給	きょうきゅう	0
供述	きょうじゅつ	0
供養	くよう	1
価値	かち	1
価格	かかく	0
侮辱	ぶじょく	0
便利	べんり	1
便器	べんき	1
係	かかり	1
係る	かかる	2
促す	うながす	0
俄然	がぜん	0
俊才	しゅんさい	0
俗っぽい	ぞくっぽい	4
俗人	ぞくじん	0
俗説	ぞくせつ	0
保つ	たもつ	2
保健	ほけん	0
保守的	ほしゅてき	0
保証	ほしょう	0
保証人	ほしょうにん	0
保険	ほけん	0
信じる	しんじる	3
信号	しんごう	0
信用	しんよう	0
信頼	しんらい	0
俳優	はいゆう	0
俳句	はいく	0
倉庫	そうこ	1
個	こ	1
個人	こじん	1
個人的	こじんてき	0
個展	こてん	0
個性	こせい	1
倍	ばい	0
倒す	たおす	2
倒れる	たおれる	3
倒産	とうさん	0
借りる	かりる	0
借り入れる	かりいれる	4
借款	しゃっかん	0
借金	しゃっきん	3
値上げ	ねあげ	0
値下げ	ねさげ	0
値段	ねだん	0
倦怠	けんたい	0
倫理	りんり	1
倹約	けんやく	0
偉い	えらい	2
偉人	いじん	0
偏る	かたよる	3
偏光	へんこう	0
偏見	へんけん	0
停滞	ていたい	0
停留所	ていりゅうじょ	0
停電	ていでん	0
健やか	すこやか	2
健全	けんぜん	0
健康	けんこう	0
健気	けなげ	1
側近	そっきん	0
側面	そくめん	0
偶然	ぐうぜん	0
偶発	ぐうはつ	0
偽り	いつわり	0
傀儡	かいらい	0
傅く	かしずく	3
傍若無人	ぼうじゃくぶじん	0
傑物	けつぶつ	0
傘	かさ	1
備える	そなえる	3
備わる	そなわる	3
備蓄	びちく	0
催し	もよおし	0
催す	もよおす	3
催事	さいじ	1
傲岸	ごうがん	0
傲慢	ごうまん	0
債券	さいけん	0
債務	さいむ	1
債権	さいけん	0
傷	きず	0
傷つける	きずつける	4
傾く	かたむく	3
傾ける	かたむける	4
傾げる	かしげる	3
傾向	けいこう	0
僅か	わずか	1
僅差	きんさ	1
働き掛ける	はたらきかける	6
働く	はたらく	0
僕	ぼく	1
儀式	ぎしき	1
償い	つぐない	0
償う	つぐなう	3
償還	しょうかん	0
優しい	やさしい	0
優る	まさる	2
優れる	すぐれる	3
優劣	ゆうれつ	1
優勝	ゆうしょう	0
優柔不断	ゆうじゅうふだん	0
優越感	ゆうえつかん	4
儲ける	もうける	3
元々	もともと	0
元凶	げんきょう	0
元本	がんぽん	1
元来	がんらい	1
元気	げんき	1
元気付ける	げんきづける	5
元素	げんそ	1
元金	がんきん	1
元首	げんしゅ	1
兄	あに	1
兄弟	きょうだい	1
充足	じゅうそく	0
兆し	きざし	0
兆候	ちょうこう	0
先	さき	0
先んじる	さきんじる	4
先入観	せんにゅうかん	3
先月	せんげつ	1
先生	せんせい	3
先立つ	さきだつ	3
先端	せんたん	0
先般	せんぱん	1
先輩	せんぱい	0
先週	せんしゅう	0
先達	せんだつ	0
先駆け	さきがけ	0
光	ひかり	3
光る	ひかる	2
光景	こうけい	0
光熱費	こうねつひ	4
克己	こっき	1
克明	こくめい	0
免じる	めんじる	3
免れる	まぬがれる	4
免疫	めんえき	0
兎にも角にも	とにもかくにも	1
入り江	いりえ	0
入る	はいる	1
入れる	いれる	0
入れ替える	いれかえる	4
入口	いりぐち	0
入学	にゅうがく	0
入念	にゅうねん	0
入札	にゅうさつ	0
入院	にゅういん	0
全く	まったく	0
全て	すべて	1
全容	ぜんよう	0
全然	ぜんぜん	0
全盛期	ぜんせいき	3
全貌	ぜんぼう	0
全身	ぜんしん	0
全部	ぜんぶ	1
全面的	ぜんめんてき	0
八	はち	2
八つ	やっつ	3
八百屋	やおや	0
公務員	こうむいん	3
公園	こうえん	0
公害	こうがい	0
公平	こうへい	0
公正	こうせい	1
公然	こうぜん	0
公約	こうやく	0
六	ろく	2
六つ	むっつ	3
共感	きょうかん	0
共鳴	きょうめい	0
兵器	へいき	1
具に	つぶさに	1
具わる	そなわる	3
